Date,Open,High,Low,Close,Adj Close,Volume,Sma_20,Sma_50,Sma_100,Sma_200,Rsi_14,low_k,high_k,%K_14,%D_5,Momentum_10
2018-09-22,247.33700561523438,251.1959991455078,233.80999755859375,240.47999572753906,240.47999572753906,1921820000.0,220.56609878540038,274.659660949707,370.0635795593262,479.57199562072753,49.97651787202916,183.33099365234375,246.58399963378906,90.34985956550341,80.30844349402597,0.31172580771349945
2018-09-23,240.99200439453125,247.46400451660156,237.85699462890625,244.3300018310547,244.3300018310547,1693470000.0,218.31964874267578,271.401220703125,367.5968395996094,477.0294906616211,51.30196781709642,183.33099365234375,246.58399963378906,96.43653646532536,88.72064366416373,0.15602258445707906
2018-09-24,244.843994140625,245.10800170898438,227.49000549316406,228.72999572753906,228.72999572753906,1748740000.0,215.46999893188476,267.765500793457,364.8877195739746,474.6501605987549,45.98511407606648,183.33099365234375,246.58399963378906,71.77366730762597,91.71201266769094,0.08019401921802283
2018-09-25,228.32699584960938,228.32699584960938,206.49000549316406,218.5050048828125,218.5050048828125,2120360000.0,214.7786994934082,264.0024411010742,362.068289642334,472.09810554504395,42.850396778513584,183.33099365234375,246.58399963378906,55.608442135993855,82.83370109488972,-0.02048199314635679
2018-09-26,218.64700317382812,221.43699645996094,209.11300659179688,215.8470001220703,215.8470001220703,1756100000.0,214.0602996826172,260.7150811767578,359.0378497314453,469.7428904724121,42.04797318661881,197.875,246.58399963378906,36.8966726009361,70.21303561507693,-0.021497011625411067
2018-09-27,215.44000244140625,230.60699462890625,212.6540069580078,228.49400329589844,228.49400329589844,2030320000.0,214.62484970092774,258.15270111083987,355.9432200622559,467.26866554260255,47.12186845375157,197.875,246.58399963378906,62.86108014145761,64.71527973026778,0.15473911962551323
2018-09-28,229.04100036621094,231.7480010986328,218.66900634765625,222.40199279785156,222.40199279785156,2018120000.0,215.8473991394043,255.28898071289063,352.80455993652345,464.88152053833005,45.07465566658559,197.875,246.58399963378906,50.35412959053541,55.498798355309795,0.05918317101136106
2018-09-29,221.7050018310547,234.01400756835938,216.0780029296875,231.63499450683594,231.63499450683594,2208720000.0,217.58294906616212,253.2381607055664,349.8472398376465,462.5855603790283,48.71152130460392,197.875,246.58399963378906,69.30956242307404,55.005977378399415,0.10318666551167222
2018-09-30,231.32899475097656,236.98599243164062,228.44500732421875,232.84800720214844,232.84800720214844,1765560000.0,219.37139968872071,251.452880859375,347.5175500488281,460.67834533691405,49.187548462776334,197.875,246.58399963378906,71.799888039351,58.244266559070844,0.03676462395429625
2018-10-01,233.22000122070312,234.14500427246094,226.94500732421875,230.76800537109375,230.76800537109375,1597500000.0,221.65650024414063,249.6768408203125,345.08003021240233,458.7756652832031,48.358710415639514,209.968994140625,246.58399963378906,56.804610433151176,62.225854125513855,-0.06414039145355832
2018-10-02,231.10000610351562,231.16700744628906,225.83799743652344,227.18099975585938,227.18099975585938,1542080000.0,223.8490005493164,248.49056091308594,342.77512023925783,456.9032402038574,46.89127313527917,209.968994140625,246.58399963378906,47.00806509082135,59.0552511153866,-0.055301880438933804
2018-10-03,226.40699768066406,226.45799255371094,213.9709930419922,220.48899841308594,220.48899841308594,1683930000.0,224.3057502746582,247.3217007446289,340.37691024780275,455.24179023742676,44.19673888098351,215.8470001220703,246.58399963378906,15.102314359753374,52.0048880692302,-0.09757706069373318
2018-10-04,220.4459991455078,226.1479949951172,220.08999633789062,222.21800231933594,222.21800231933594,1479500000.0,224.8292007446289,246.11878051757813,338.2713702392578,453.65966033935547,45.07492582285143,215.8470001220703,246.58399963378906,20.727469494335725,42.28846948348253,-0.028470220477598174
2018-10-05,222.26699829101562,228.31900024414062,220.95700073242188,227.6009979248047,227.6009979248047,1547330000.0,225.0555503845215,244.90988067626952,336.1237303161621,452.01403526306154,47.827757360031406,215.8470001220703,244.3300018310547,41.26671030963292,36.18183393753891,0.04162830525035566
2018-10-06,227.552001953125,227.92599487304688,224.24600219726562,225.1199951171875,225.1199951171875,1505070000.0,225.28209991455077,243.0977005004883,334.1512803649902,450.3537602996826,46.666829605513975,215.8470001220703,244.3300018310547,32.55624210489098,31.332160271886874,0.04296096304267816
2018-10-07,225.43499755859375,226.3699951171875,222.99600219726562,226.11900329589844,226.11900329589844,1470480000.0,226.6943000793457,241.70384033203126,332.05238037109376,448.6756953430176,47.222352138343126,215.8470001220703,232.84800720214844,60.41996880211241,34.01454101414508,-0.010394145867033466
2018-10-08,226.50900268554688,230.76499938964844,224.5570068359375,229.2550048828125,229.2550048828125,1470740000.0,227.65830001831054,240.27226013183594,329.7931304931641,447.1234602355957,49.01756825318688,215.8470001220703,232.84800720214844,78.86594422076185,46.76726698634678,0.030813627156613954
2018-10-09,229.7100067138672,230.16099548339844,226.4010009765625,227.98199462890625,227.98199462890625,1405130000.0,228.5589500427246,239.34559997558594,327.53377044677734,445.5652751159668,48.299363254126156,215.8470001220703,232.84800720214844,71.37809218993733,56.89739152546711,-0.015770500850733393
2018-10-10,227.61500549316406,227.70700073242188,224.4949951171875,225.7689971923828,225.7689971923828,1384040000.0,228.61784973144532,238.22209991455077,325.03799057006836,444.0619249725342,47.00986904763868,220.48899841308594,232.84800720214844,42.7218628080399,57.1884220251485,-0.030401849235582867
2018-10-11,225.61000061035156,225.61000061035156,189.2830047607422,189.49899291992188,189.49899291992188,2167620000.0,225.76359939575195,236.58525970458984,322.2910304260254,442.38798500061034,31.952850706566117,189.49899291992188,232.84800720214844,0.0,50.67717360417031,-0.1788333369039089
2018-10-12,188.70700073242188,199.4010009765625,188.70700073242188,196.7270050048828,196.7270050048828,1487900000.0,223.57594985961913,234.9777197265625,319.5851205444336,440.92186508178713,36.32952260801971,189.49899291992188,232.84800720214844,16.67399410261672,41.92797866427117,-0.1340516803064694
2018-10-13,196.36399841308594,201.2790069580078,196.36399841308594,199.84100341796875,199.84100341796875,1167610000.0,221.35149993896485,233.31519958496094,316.8394107055664,439.67049011230466,38.17447872960103,189.49899291992188,232.84800720214844,23.857544789172245,30.926298777953246,-0.09364637303323942
2018-10-14,199.6909942626953,201.82699584960938,195.2429962158203,195.71499633789062,195.71499633789062,1169260000.0,219.70074996948242,231.63657958984376,314.05644073486326,438.41767013549804,36.65874875741332,189.49899291992188,230.76800537109375,15.062156927848271,19.663111725535433,-0.1192657917217681
2018-10-15,195.27000427246094,222.1179962158203,194.15899658203125,209.70399475097656,209.70399475097656,2865830000.0,219.2606994628906,230.32671966552735,311.23688064575197,437.5363501739502,44.678872696707636,189.49899291992188,229.2550048828125,50.82250666871366,21.283240497670185,-0.07863323683554746
2018-10-16,209.6280059814453,212.17300415039062,207.98399353027344,210.1199951171875,210.1199951171875,1532280000.0,218.97434921264647,228.81705963134766,308.44689071655273,436.61372520446776,44.90229151677139,189.49899291992188,229.2550048828125,51.86889021090407,31.657018539851,-0.0666311315091832
2018-10-17,210.2169952392578,211.125,205.92799377441406,207.08299255371094,207.08299255371094,1444130000.0,217.9037986755371,227.02873962402344,305.75090057373046,435.6668551635742,43.520449993740385,189.49899291992188,229.2550048828125,44.22978756069009,37.16817723146567,-0.0841858068747855
2018-10-18,207.4040069580078,208.47000122070312,201.7429962158203,203.3520050048828,203.3520050048828,1365860000.0,216.95129928588867,225.3095394897461,303.44018051147464,434.7855802154541,41.8178419718059,189.49899291992188,229.2550048828125,34.845074747164595,39.365683223064146,-0.11298771815764908
2018-10-19,203.2570037841797,204.66299438476562,201.843994140625,203.7270050048828,203.7270050048828,1264480000.0,215.555899810791,223.7019793701172,301.0122705078125,433.87209030151365,42.06318181876254,189.49899291992188,229.2550048828125,35.78832831180794,43.51091749985607,-0.1063899351503792
2018-10-20,203.51499938964844,206.2220001220703,203.0850067138672,205.42999267578125,205.42999267578125,1238780000.0,214.18499908447265,222.1504992675781,298.7658303833008,432.8147752380371,43.2338468570239,189.49899291992188,229.2550048828125,40.071926154790916,41.360801397071526,-0.0900876770926623
2018-10-21,205.38999938964844,208.15499877929688,204.62100219726562,205.14199829101562,205.14199829101562,1190300000.0,212.90369873046876,220.34651916503907,296.4769802856445,431.9377702331543,43.075334230080756,189.49899291992188,229.2550048828125,39.3475215413844,38.8565276631676,0.08254927970885917
2018-10-22,205.1739959716797,206.9320068359375,203.3769989013672,204.04400634765625,204.04400634765625,1328980000.0,211.7468490600586,218.53997924804688,294.15656036376953,431.04183029174806,42.43651278218026,189.49899291992188,227.98199462890625,37.79594309645197,37.56975877031997,0.03719368036224524
2018-10-23,204.01600646972656,205.1510009765625,201.91099548339844,204.33599853515625,204.33599853515625,1237490000.0,210.9391990661621,216.84151916503907,291.70142028808596,430.21208526611326,42.67996517088292,189.49899291992188,225.7689971923828,40.90709640886314,38.78216310265968,0.022492857022871293
2018-10-24,204.1269989013672,205.58099365234375,203.35400390625,203.8520050048828,203.8520050048828,1102220000.0,210.02089920043946,215.20409942626952,288.93336044311525,429.30477531433104,42.36016580106262,189.49899291992188,210.1199951171875,69.60385313796324,45.545268067890746,0.04157580573408959
2018-10-25,203.8679962158203,204.1320037841797,201.822998046875,202.718994140625,202.718994140625,1102900000.0,208.77679901123048,214.61185943603516,285.9505302429199,428.3158303070068,41.57481609521549,195.71499633789062,210.1199951171875,48.62199511464484,47.255281859861526,-0.0333088581295089
2018-10-26,202.33599853515625,204.77999877929688,201.55099487304688,203.32899475097656,203.32899475097656,1161310000.0,207.68724899291993,214.0741394042969,283.1786901855469,427.33984527587893,42.196175514769656,195.71499633789062,210.1199951171875,52.856640460316555,49.95710564364796,-0.03231962937379418
2018-10-27,203.3560028076172,206.08200073242188,203.12600708007812,204.2100067138672,204.2100067138672,1084810000.0,206.59179916381837,213.81427947998046,280.52460037231447,426.2896802520752,43.136787289354665,195.71499633789062,210.1199951171875,58.97265599345795,54.192448223049155,-0.013873596302692914
2018-10-28,204.50999450683594,205.91900634765625,203.5229949951172,205.36599731445312,205.36599731445312,1139140000.0,205.3973487854004,213.96257934570312,278.07128036499023,425.16381019592285,44.41490073463299,202.718994140625,210.1199951171875,35.76547526761121,53.164123994798764,0.009903970750236635
2018-10-29,205.1739959716797,205.5970001220703,195.73399353027344,197.2469940185547,197.2469940185547,1517230000.0,203.8605987548828,213.96903930664064,275.41939025878906,423.6853401184082,37.96117182601874,197.2469940185547,210.1199951171875,0.0,39.24335336720612,-0.031807324640996004
2018-10-30,197.2030029296875,198.1219940185547,196.3509979248047,197.55599975585938,197.55599975585938,1363500000.0,202.44994888305663,213.97857940673828,272.79838012695313,422.2094451904297,38.328467045085404,197.2469940185547,207.08299255371094,3.1415797409914803,30.14727029247544,-0.03832932483402729
2018-10-31,197.6490020751953,198.33799743652344,196.531005859375,197.38099670410156,197.38099670410156,1442380000.0,202.84404907226562,214.2248794555664,270.26366012573243,420.68896018981934,38.19056473788609,197.2469940185547,205.42999267578125,1.637574331367324,19.903457066685597,-0.03783233882661252
2018-11-01,197.53700256347656,203.75399780273438,197.3280029296875,198.8719940185547,198.8719940185547,1336700000.0,202.95129852294923,214.53569946289062,267.45865020751955,419.02481002807616,40.165785310294666,197.2469940185547,205.42999267578125,19.858245956877084,12.080575059369426,-0.025347533709416226
2018-11-02,198.98199462890625,201.2689971923828,198.7550048828125,200.63499450683594,200.63499450683594,1451870000.0,202.9909980773926,214.32131927490235,264.7400700378418,417.4722499847412,42.5054196540873,197.2469940185547,205.42999267578125,41.40292122972844,13.208064251792871,-0.018112344642412848
2018-11-03,200.74000549316406,200.74000549316406,199.52499389648438,200.18600463867188,200.18600463867188,1307150000.0,203.21454849243165,214.09005950927735,262.10156021118166,415.9587099456787,42.0544173049671,197.2469940185547,205.36599731445312,36.19915540127836,20.447895332048542,-0.017983636541240466
2018-11-04,200.1580047607422,211.27200317382812,198.98599243164062,207.48599243164062,207.48599243164062,1749300000.0,203.10364837646483,213.77829925537108,259.47976028442383,414.3721949005127,51.13304224345786,197.2469940185547,207.48599243164062,100.0,39.81957938385025,0.023515301618499462
2018-11-05,207.10000610351562,210.81900024414062,206.572998046875,209.09100341796875,209.09100341796875,1613510000.0,203.0521987915039,213.54833923339845,256.9016902160645,412.57820503234865,52.88102107855972,197.2469940185547,209.09100341796875,100.0,59.492064517576786,0.028338352206231487
2018-11-06,209.4739990234375,218.45199584960938,207.8939971923828,218.45199584960938,218.45199584960938,1856940000.0,203.62064895629882,213.95987915039063,254.41956008911131,410.59187492370603,61.52523345751297,197.2469940185547,218.45199584960938,100.0,75.52041532620136,0.0697418768302458
2018-11-07,218.8990020751953,221.65199279785156,216.79600524902344,217.18299865722656,217.18299865722656,1927830000.0,204.31219863891602,214.10403900146486,252.02058013916016,408.65081481933595,59.92040812528124,197.2469940185547,218.45199584960938,94.0155761244766,86.04294630515099,0.05754117768911593
2018-11-08,217.32699584960938,218.33799743652344,212.19900512695312,212.2310028076172,212.2310028076172,1769080000.0,204.73739852905274,214.1492791748047,249.804220123291,406.6026699066162,54.00097158975286,197.2469940185547,218.45199584960938,70.66261492662757,92.93563821022084,0.07596571427422094
2018-11-09,211.98699951171875,213.3159942626953,209.51499938964844,210.07400512695312,210.07400512695312,1554750000.0,204.96959915161133,213.85893920898437,247.69749008178712,404.4403000640869,51.60937305448052,197.2469940185547,218.45199584960938,60.4904975278677,85.03373771579439,0.0633643391573202
2018-11-10,209.97500610351562,213.85699462890625,209.80499267578125,212.5330047607422,212.5330047607422,1377760000.0,205.33914947509766,213.17791931152342,245.69661010742186,401.962174987793,54.1048140644219,197.2469940185547,218.45199584960938,72.0868164217801,79.4511010001504,0.07676528292820084
2018-11-11,212.47900390625,212.99899291992188,208.8679962158203,211.33999633789062,211.33999633789062,1501600000.0,205.70394897460938,212.59511932373047,243.62739013671876,399.9417948913574,52.685282348587876,197.2469940185547,218.45199584960938,66.46074559020674,72.74325011819175,0.0626936054061622
2018-11-12,211.51300048828125,212.6230010986328,208.9239959716797,210.41799926757812,210.41799926757812,1452380000.0,206.00804901123047,211.91687927246093,241.65904998779297,397.67983978271485,51.55941331870974,197.38099670410156,218.45199584960938,61.8717815583793,66.31449120497228,0.04876021147152798
2018-11-13,210.1490020751953,210.51499938964844,206.13499450683594,206.8260040283203,206.8260040283203,1610260000.0,206.15674896240233,211.47879943847656,239.6221501159668,395.4788098907471,47.317056658959814,197.38099670410156,218.45199584960938,44.82467707864892,61.14690363537655,0.03316914887048861
2018-11-14,206.53399658203125,207.0449981689453,174.08399963378906,181.39700317382812,181.39700317382812,2595330000.0,205.0906494140625,210.73663940429688,237.36954025268554,392.9674050140381,29.076978032449944,181.39700317382812,218.45199584960938,0.0,49.04880412980301,-0.12573855686382251
2018-11-15,181.8990020751953,184.25100708007812,170.18899536132812,180.80599975585938,180.80599975585938,2638410000.0,203.96449966430663,210.03581939697267,235.37545028686523,390.4270301055908,28.7991132668909,180.80599975585938,218.45199584960938,0.0,34.63144084544699,-0.13527604344395538
2018-11-16,180.86500549316406,181.35000610351562,173.12600708007812,175.177001953125,175.177001953125,2015330000.0,202.51284942626953,208.9694793701172,233.5610902404785,387.9532950592041,26.228248290762384,175.177001953125,218.45199584960938,0.0,21.339291727405648,-0.19809841392466154
2018-11-17,175.36000061035156,175.8509979248047,172.86900329589844,174.00100708007812,174.00100708007812,1832800000.0,200.9445999145508,208.00145965576172,231.64522018432618,385.4552352142334,25.711841008029424,174.00100708007812,218.45199584960938,0.0,8.964935415729789,-0.1988276791651693
2018-11-18,174.1750030517578,179.15199279785156,174.1750030517578,177.06700134277344,177.06700134277344,1810920000.0,199.93560028076172,206.91009979248048,230.07413024902343,382.9048252868652,29.60341469688918,174.00100708007812,218.45199584960938,6.8974714569159055,1.3794942913831867,-0.16568739250937414
2018-11-19,177.1790008544922,177.1790008544922,147.8509979248047,149.1750030517578,149.1750030517578,2745160000.0,197.51655044555665,205.23663970947266,228.34476028442384,379.75298515319827,19.563268241665817,149.1750030517578,218.45199584960938,0.0,1.3794942913831867,-0.2898930880971802
2018-11-20,148.81100463867188,151.2530059814453,126.36000061035156,130.33900451660156,130.33900451660156,3134410000.0,194.16445083618163,203.2280596923828,226.45245025634765,376.47656005859375,15.692593594049496,130.33900451660156,217.18299865722656,0.0,1.3794942913831867,-0.38673522889618983
2018-11-21,131.14199829101562,138.88999938964844,125.75800323486328,136.7010040283203,136.7010040283203,2685930000.0,191.05590133666993,201.41845977783203,224.95451034545897,373.0794651031494,21.35262883925161,130.33900451660156,212.5330047607422,7.7402237302257095,2.9275390374283288,-0.35317021672621496
2018-11-22,136.81100463867188,137.74000549316406,126.70600128173828,126.70600128173828,126.70600128173828,1792150000.0,187.35945167541504,199.54279983520507,223.432250289917,369.7514402389526,19.174644750395565,126.70600128173828,212.5330047607422,0.0,2.9275390374283288,-0.39783667878805107
2018-11-23,126.41899871826172,127.02799987792969,119.55899810791016,123.2959976196289,123.2959976196289,1998010000.0,183.51495132446288,197.56435974121095,221.84157012939454,366.5992953491211,18.482002487982324,123.2959976196289,212.5330047607422,0.0,1.5480447460451476,-0.4038660747768148
2018-11-24,123.30400085449219,126.78800201416016,110.82499694824219,113.49400329589844,113.49400329589844,1800960000.0,178.8153518676758,195.28221984863282,220.09605026245117,363.402480392456,16.62317178172083,113.49400329589844,211.33999633789062,0.0,1.5480447460451476,-0.374333636663556
2018-11-25,113.1259994506836,118.88099670410156,101.7699966430664,116.44999694824219,116.44999694824219,2466750000.0,174.18330154418945,193.1088198852539,218.1032601928711,360.22335525512693,19.26042015174937,113.49400329589844,210.41799926757812,3.0498058016587186,2.1580059063768915,-0.3559395312905351
2018-11-26,116.34300231933594,118.20099639892578,104.89299774169922,108.33499908447266,108.33499908447266,2139490000.0,168.6774517059326,190.75313980102538,216.2284900665283,357.128645362854,17.61333221847966,108.33499908447266,206.8260040283203,0.0,0.6099611603317494,-0.38156836869795474
2018-11-27,107.91300201416016,111.84200286865234,102.4520034790039,110.01000213623047,110.01000213623047,2320010000.0,163.3188018798828,188.36823974609376,214.32024993896485,354.28076538085935,19.15021857463506,108.33499908447266,181.39700317382812,2.2925774794095015,1.0684766562136496,-0.3677622676884734
2018-11-28,110.197998046875,126.0479965209961,110.197998046875,122.43800354003906,122.43800354003906,2673470000.0,158.82915191650392,186.2573599243164,212.80147994995116,351.4627155303955,29.638204694086046,108.33499908447266,180.80599975585938,19.460203840036957,4.960517424221041,-0.3085216183052728
2018-11-29,122.72154998779297,123.22972106933594,115.29769134521484,117.54264831542969,117.54264831542969,2196099151.0,154.20258407592775,184.09283294677735,211.15746643066407,348.38294891357424,28.092349135294793,108.33499908447266,177.06700134277344,13.396451330420861,7.639807690305213,-0.21204862804898317
2018-11-30,117.72809600830078,119.42376708984375,111.74496459960938,113.17141723632812,113.17141723632812,2020748396.0,149.23450469970703,182.56628143310547,209.57577056884764,345.2960609436035,26.750648659244675,108.33499908447266,177.06700134277344,7.03663212615252,8.437172955203973,-0.13171488722001679
2018-12-01,113.39775848388672,120.8414535522461,111.61912536621094,118.63555908203125,118.63555908203125,2131475768.0,144.59928283691406,181.00445251464845,207.99108612060547,342.3448838806152,31.175641491070277,108.33499908447266,177.06700134277344,14.986555984282552,11.434484152060483,-0.13215297923156766
2018-12-02,118.26815032958984,120.56204986572266,116.092041015625,116.38890075683594,116.38890075683594,1856199149.0,139.89782791137696,179.3354104614258,206.32530502319335,339.39157844543456,30.363447783280026,108.33499908447266,149.1750030517578,19.720619221327333,14.920092500444047,-0.08142550803068638
2018-12-03,116.3787612915039,116.61906433105469,107.41565704345703,108.92501831054688,108.92501831054688,1772756193.0,135.00277862548828,177.5996109008789,204.61809524536133,336.57291862487796,27.77461110179741,108.33499908447266,136.7010040283203,2.080022291620551,11.444056190760769,-0.11655673814665779
2018-12-04,108.80316162109375,113.14291381835938,107.40271759033203,110.21418762207031,110.21418762207031,1748116495.0,131.4436378479004,175.6098147583008,202.96826721191405,333.65215454101565,28.902171353317602,108.33499908447266,136.7010040283203,6.624790982437011,10.089724121164,-0.02889858123408584
2018-12-05,110.33551788330078,110.5986099243164,102.47555541992188,102.47555541992188,102.47555541992188,1990157607.0,127.52711563110351,173.45692596435546,201.13699279785158,330.68188217163083,26.252680342810756,102.47555541992188,126.70600128173828,0.0,8.682397695933494,-0.12000379471483757
2018-12-06,102.45059204101562,104.1034927368164,91.76105499267578,91.76105499267578,91.76105499267578,2310716932.0,123.35631828308105,171.15048721313477,199.0896134185791,327.5638423538208,23.09580465761715,91.76105499267578,123.2959976196289,0.0,5.685086499076985,-0.15298790078794
2018-12-07,91.64983367919922,96.08984375,83.46971893310547,93.29456329345703,93.29456329345703,2554304530.0,119.32099609375,168.94933837890625,197.12943893432617,324.5342052459717,24.495253323331394,91.76105499267578,122.43800354003906,4.998894523076862,2.7407415594268905,-0.15194471882723848
2018-12-08,93.41007995605469,97.05988311767578,86.82566833496094,92.15963745117188,92.15963745117188,1855759401.0,115.07562789916992,166.71799102783203,195.2099851989746,321.7562982940674,24.14506524225445,91.76105499267578,122.43800354003906,1.299289783925893,2.5845950578879586,-0.24729549007196694
2018-12-09,92.03543090820312,98.90003204345703,91.03128051757812,95.14205932617188,95.14205932617188,1875567180.0,112.37398071289063,164.51223236083985,193.331365814209,319.31408348083494,27.09467753738667,91.76105499267578,122.43800354003906,11.021318917284212,3.4639006448573992,-0.1905741389214327
2018-12-10,94.99217224121094,96.2573013305664,90.65425109863281,91.68565368652344,91.68565368652344,1756437577.0,110.44131317138672,162.24310546875,191.29481231689454,316.7637367248535,25.840601066916733,91.68565368652344,122.43800354003906,0.0,3.4639006448573992,-0.18985150203551338
2018-12-11,91.57893371582031,92.7823257446289,87.68840789794922,88.94530487060547,88.94530487060547,1707497898.0,108.05352821350098,159.941131439209,189.24055534362793,314.27479320526123,24.85822891794163,88.94530487060547,122.43800354003906,0.0,3.4639006448573992,-0.2502643763906931
2018-12-12,88.61070251464844,92.24055480957031,88.26355743408203,90.59329986572266,90.59329986572266,1533050103.0,106.24789314270019,157.66627746582031,187.2538983154297,311.79135955810546,26.663848557168514,88.94530487060547,118.63555908203125,5.550626085521979,3.5742469573464226,-0.2216328251523435
2018-12-13,90.65522766113281,91.11160278320312,85.518310546875,86.53931427001953,86.53931427001953,1754475622.0,104.41005897521973,155.32002365112305,185.2620615386963,309.3607159805298,25.068055793030705,86.53931427001953,118.63555908203125,0.0,3.314389000561244,-0.20551480631112096
2018-12-14,86.63035583496094,87.14494323730469,83.22647857666016,84.30829620361328,84.30829620361328,1651491877.0,102.95077362060547,152.95180969238282,183.781834564209,307.2020774078369,24.209353889342715,84.30829620361328,118.63555908203125,0.0,1.1101252171044016,-0.2350504229753937
2018-12-15,84.27969360351562,85.34274291992188,82.82988739013672,84.44081115722656,84.44081115722656,1496176898.0,101.35031433105469,150.5740460205078,182.32409271240235,304.79734146118165,24.37505801164338,84.30829620361328,116.38890075683594,0.41306875434169293,1.19273896797274,-0.1759906954277337
2018-12-16,84.46940612792969,87.56812286376953,84.46940612792969,85.26210021972656,85.26210021972656,1565817037.0,100.19666938781738,148.195087890625,181.00468368530272,302.42570182800296,25.462752401862975,84.30829620361328,110.21418762207031,3.681803496766491,1.9290996673260383,-0.07082476082547173
2018-12-17,85.38211059570312,96.8050537109375,85.38211059570312,95.13382720947266,95.13382720947266,2101453024.0,99.45286064147949,145.99044448852538,179.97651191711427,300.01314586639404,37.161728298603315,84.30829620361328,110.21418762207031,41.787911602789194,9.17655677077948,0.019714588407796496
2018-12-18,95.10803985595703,101.32023620605469,92.96852111816406,101.11245727539062,101.11245727539062,2277514076.0,98.38658332824707,144.06775375366212,179.01839653015136,297.61849300384523,42.99705306656469,84.30829620361328,102.47555541992188,92.49695219129362,27.675947209038203,0.09714469448691299
2018-12-19,101.68384552001953,108.54905700683594,100.69145965576172,101.2685775756836,101.2685775756836,2456482115.0,97.57287979125977,142.1420053100586,178.06029235839844,295.16579597473145,43.145526182940166,84.30829620361328,101.2685775756836,100.0,47.6759472090382,0.0643933744224352
2018-12-20,101.09043884277344,117.17012786865234,100.63996124267578,116.21687316894531,116.21687316894531,3063842618.0,97.72515258789062,140.51872283935546,177.37180114746093,292.65523544311526,55.18245214720124,84.30829620361328,116.21687316894531,100.0,67.59333345816987,0.2675578838789219
2018-12-21,115.83540344238281,119.09416198730469,107.58479309082031,109.49623107910156,109.49623107910156,2632539990.0,97.26818618774413,138.7312075805664,176.6334535217285,290.2377916717529,50.05178019724086,84.30829620361328,116.21687316894531,78.93781945479556,82.64453664977569,0.23105127626908328
2018-12-22,109.45594024658203,116.7594985961914,107.50316619873047,116.7594985961914,116.7594985961914,2338772939.0,97.28671607971191,137.05369766235353,175.68750846862793,287.77507427215573,54.92904127805251,84.30829620361328,116.7594985961914,100.0,94.28695432921783,0.2888315004448705
2018-12-23,117.27389526367188,133.07530212402344,117.27389526367188,130.7652587890625,130.7652587890625,3579715061.0,98.3787281036377,135.66528274536134,174.87767112731933,285.3932804489136,62.52753605893094,84.30829620361328,130.7652587890625,100.0,95.7875638909591,0.5110503231057435
2018-12-24,130.64166259765625,157.668701171875,130.64166259765625,140.23800659179688,140.23800659179688,4370343387.0,99.87991905212402,134.32032302856445,174.04931114196776,283.06853542327883,66.62576373391691,84.30829620361328,140.23800659179688,100.0,95.7875638909591,0.6633950975964162
2018-12-25,140.99758911132812,140.99758911132812,125.11328887939453,129.84434509277344,129.84434509277344,3298280609.0,101.2483585357666,132.73538986206054,173.14186454772948,280.7123720169067,59.00109188587333,84.30829620361328,140.23800659179688,81.41656477946051,92.07087684685122,0.5376965629925876
2018-12-26,129.88882446289062,136.67724609375,126.29290771484375,131.86563110351562,131.86563110351562,2720469126.0,103.25358734130859,131.00366256713866,172.48177085876466,278.38389011383055,59.96073324552963,84.30829620361328,140.23800659179688,85.03054024386634,93.28942100466539,0.5465914018501588
2018-12-27,131.923583984375,132.67706298828125,115.65010070800781,116.57591247558594,116.57591247558594,2612804378.0,104.41765480041504,128.99152084350587,171.54777992248535,276.33437465667726,50.35861870282914,84.30829620361328,140.23800659179688,57.693158158726874,84.82805263641076,0.22538865401578478
2018-12-28,116.89820098876953,137.6470184326172,115.69313049316406,137.6470184326172,137.6470184326172,3130201009.0,106.6920238494873,127.49984115600586,170.82456016540527,274.3561897659302,59.89122871575169,84.44081115722656,140.23800659179688,95.35641865330317,83.89933636707138,0.3613260140411856
2018-12-29,138.46878051757812,147.03433227539062,134.57017517089844,138.01834106445312,138.01834106445312,3169029972.0,108.83583793640136,126.05872787475586,169.95883354187012,272.5620665359497,60.036867239033555,85.26210021972656,140.23800659179688,95.9624757938117,83.09183152583373,0.362894042441787
2018-12-30,137.62745666503906,140.6890869140625,133.98233032226562,139.8594512939453,139.8594512939453,2660086834.0,111.24452781677246,124.60525680541993,168.89158805847168,270.8738938522339,60.79696534418134,95.13382720947266,140.23800659179688,99.16070904506931,86.64066037895549,0.2034349873673731
2018-12-31,140.03106689453125,140.18115234375,132.51939392089844,133.36825561523438,133.36825561523438,2358360234.0,113.4656753540039,123.0458219909668,167.82047065734864,268.9420251083374,56.702106715736036,101.11245727539062,140.23800659179688,82.44177756839352,86.12290784386093,0.2180168604971191
2019-01-01,133.41815185546875,141.3975067138672,132.6507110595703,140.8194122314453,140.8194122314453,2258709868.0,115.97698097229004,121.65385025024415,166.78536476135253,267.191102180481,60.03003849269867,101.2685775756836,140.8194122314453,100.0,94.58427621211555,0.20606386567712387
2019-01-02,141.51951599121094,156.92913818359375,140.6509552001953,155.0476837158203,155.0476837158203,3328240369.0,119.40239944458008,120.61828384399413,166.04854164123535,265.46813060760496,65.4854010099306,109.49623107910156,155.0476837158203,100.0,95.51299248145492,0.1856947720795461
